genes	logFC	logCPM	LR	PValue	FDR
Bra026860	-1.45034674514496	3.77937461620096	9.16885310107263	0.00246168792212922	0.0104049712392485
Bra034974_Bra034975	-0.697106698445299	5.53488964018512	9.16846978265238	0.00246220358665123	0.0104058093575063
Bra009841	1.48952442714573	8.12879837050403	9.16652397357467	0.00246482290492953	0.0104155366134714
Bra020794	2.86866317311205	1.14137086452412	9.16542875097374	0.00246629846408708	0.0104204288327349
Bra012292	-0.513042833113227	2.14335556130946	9.16357284911487	0.00246880090955289	0.0104296579592205
Bra035602	2.17558562001137	1.08476098982127	9.16009705705801	0.00247349450340891	0.0104481402065535
Bra019917	5.25652967937368	3.25803444327352	9.1583148087552	0.00247590470342038	0.0104569737873302
Bra013797	-0.732290126601173	4.53426316797092	9.15670653158335	0.0024780816816467	0.0104642734542592
Bra002349	1.0853075528459	4.40924599928375	9.15656646503234	0.00247827136890605	0.0104642734542592
Bra017823	1.3395802179897	4.96127524940374	9.15544024612412	0.00247979710369581	0.0104693674528553
Bra022022	-0.530355112607471	3.41128129596991	9.15381798763226	0.00248199651931615	0.0104773039627679
Bra026253	0.478764786008021	5.32780269081361	9.15269381481988	0.00248352180461367	0.0104823930751633
Bra024784	-1.55624372214837	3.48563128820981	9.15060407974838	0.00248635969963917	0.010493020398001
Bra037383	-0.463023703282023	6.49509155606947	9.14996595138791	0.00248722694434767	0.0104953294497204
Bra101201	1.21147426592669	5.74616233784885	9.14872607592959	0.00248891286786533	0.01050109203432
Bra027897	3.90819593566928	5.61693470857956	9.14847198969689	0.00248925850537303	0.0105011989984129
Bra036200	0.454545471772368	3.76664035367693	9.14712767547314	0.00249108800804844	0.0105075420527183
Bra002135	-0.531922811815697	4.77580124376861	9.14689628189571	0.00249140305358318	0.0105075420527183
Bra005351	1.80650439514897	0.338226848960399	9.1451397072697	0.00249379597308635	0.0105162814880491
Bra004967	-1.56164791975047	0.367988173965674	9.14331827816123	0.00249627970498167	0.0105254015801484
Bra101225	0.49813101624793	3.7040692521253	9.1430779259932	0.00249660764076185	0.0105254307210568
Bra031950	-1.57681458599183	1.23157137251821	9.13897096593016	0.0025022179263351	0.0105462424447931
Bra028972	-1.6962275857291	4.09065800331595	9.13889611736991	0.00250232029134984	0.0105462424447931
Bra023128	1.5244840756233	2.64530819384586	9.13875806199808	0.00250250911094307	0.0105462424447931
Bra025438	0.910717676232571	4.91618829136074	9.1381349388964	0.00250336154205002	0.010548478971751
Bra025761	0.831544191229391	5.74788669074859	9.13586910317098	0.00250646368548854	0.0105601933765244
Bra006963	-0.692200662724924	6.00388194997882	9.13216582573862	0.00251154222437541	0.0105801628911554
Bra039982	-1.29816211289093	5.15116088688304	9.13194248393735	0.00251184884084404	0.0105801628911554
Bra029458	-3.96457460493963	-0.441605815893669	9.12850819447652	0.00251656841745335	0.0105986806298064
Bra037622	0.535941401914128	5.00028744984749	9.12506691650882	0.00252130662608807	0.0106172720716092
Bra014297	-0.923327098358656	2.45629519867172	9.12313133173579	0.00252397566149834	0.0106271465280013
Bra017615	0.6962074374908	5.20685681084809	9.12182822329378	0.00252577417153103	0.010632975110727
Bra014498	0.652770374827258	3.07613090099633	9.12163561001396	0.00252604012075163	0.010632975110727
Bra026810	-0.834809822728547	3.11219311742423	9.12142360394413	0.00252633287926812	0.010632975110727
Bra011417	0.510205598406583	3.06094668479063	9.12079266167983	0.00252720434922628	0.0106352777561394
Bra017093	-1.190147998307	4.56519599844898	9.11586426163905	0.00253402206155791	0.0106626002736524
Bra036687	0.674935436135689	3.19656346660197	9.11426027656312	0.0025362449617368	0.010670450118492
Bra036928	-0.574858644061726	2.28226181123562	9.11404856456777	0.00253653851293276	0.010670450118492
Bra015864	1.05347439896185	3.33864022290079	9.11258803513007	0.00253856456311734	0.0106776031213506
Bra022875	0.393585943799386	4.82190070261107	9.11070940397967	0.0025411730204735	0.0106872036714039
Bra025168	-0.685424778394974	4.19540431191785	9.10875246629167	0.00254389309855893	0.0106972711328013
Bra010779	0.40943174718569	4.10976042804447	9.10829300847254	0.00254453215785822	0.0106985862861885
Bra025317	1.7162861000599	3.32849724202708	9.10549763371917	0.0025484237541759	0.0107129706249547
Bra029919	-0.477214498526456	6.23256424911876	9.10536626274529	0.00254860679155295	0.0107129706249547
Bra031806	0.400502870390437	4.93288193242291	9.10482032444662	0.00254936758286096	0.0107147948903041
Bra004921	1.58223008230154	1.16908164983732	9.10233752626924	0.00255283039069551	0.0107267878961848
Bra012380	-1.81835504303338	3.8828886119228	9.10230527288356	0.00255287540653094	0.0107267878961848
Bra011596	-0.640036985315678	5.77802882264514	9.09658328534248	0.00256087431091359	0.010759019225003
Bra003142	1.64810600007924	1.13952316701828	9.09599157587905	0.00256170292588716	0.0107611215670804
Bra023359	-1.47988112240868	1.6090027103886	9.09386421962036	0.0025646842705554	0.0107722653316295
Bra014819	1.57755651439663	5.98671276181488	9.09266486010523	0.00256636664336242	0.0107779509588733
Bra036562	1.13050458558121	2.51840492499226	9.09229413698803	0.00256688689293615	0.0107787551945053
Bra006459	0.322291130887793	5.61143903853132	9.09167569662763	0.00256775501161304	0.0107810197932843
Bra005929	-0.819818749228095	0.569943317287916	9.09128919010973	0.00256829771084609	0.0107819176754815
Bra009507	0.566141724512459	5.70140329432769	9.09047893756315	0.00256943577572832	0.0107853144000518
Bra014757	-0.925281057776625	1.8049185464715	9.08650894649811	0.0025750193505446	0.0108073680806843
Bra040507	-0.754082613573641	1.28809339536291	9.08328351304002	0.00257956481300569	0.0108250597112527
Bra029467	0.423222464748359	5.32487989825077	9.08115109902383	0.00258257440238746	0.0108357329084664
Bra023035	1.24515691922495	4.82370550949105	9.08063626481544	0.0025833015492917	0.0108357329084664
Bra016501	-2.01951912244967	0.105811461344557	9.08058019337449	0.00258338075660642	0.0108357329084664
Bra032167	-0.707885856975671	4.21264458264293	9.08039666648963	0.00258364002653338	0.0108357329084664
Bra035029	3.85262232258794	3.85745451042174	9.08031130024126	0.0025837606331287	0.0108357329084664
Bra015133	-1.5418347220505	4.55066131078007	9.0776229455831	0.00258756170241236	0.0108488943200747
Bra013335	1.02499120265125	4.27655254115979	9.07739878002754	0.002587878906752	0.0108488943200747
Bra017047	0.871510717178912	4.71645390723974	9.07738979772451	0.00258789161793711	0.0108488943200747
Bra011323	4.29585193340661	6.33973432299999	9.0763463694885	0.00258936864272619	0.0108536985028207
Bra035006	-1.19876793339995	8.54737631963186	9.07519219314746	0.00259100343380326	0.0108583709724552
Bra007888	-1.32718525683399	2.53495682721689	9.07502999456214	0.00259123325803525	0.0108583709724552
Bra040811	1.63232525220179	0.900391494442688	9.07464285613574	0.0025917818901836	0.0108583709724552
Bra010056	0.69078016317321	1.50244403208733	9.07462438376484	0.00259180807120001	0.0108583709724552
Bra019821	1.10875335607503	3.36281657461512	9.07429675428712	0.00259227246728657	0.0108589290130222
Bra017257	2.04827132207687	1.48765869193326	9.06995600817461	0.00259843320612477	0.0108824892511139
Bra018356	0.870520481414054	5.49853496230596	9.06986631706719	0.00259856065962029	0.0108824892511139
Bra027467	0.450347094537455	4.48545868045812	9.06428381058767	0.00260650605547914	0.010912349797515
Bra035701	-0.666788633060867	0.871917348389464	9.06422464741262	0.00260659039239256	0.010912349797515
Bra020539	1.23409201860379	1.2423074636356	9.06415523238617	0.00260668934681849	0.010912349797515
Bra023329	1.39982032799879	1.02099998071952	9.06118497744764	0.0026109271613716	0.0109286951155229
Bra018488	-0.805430786639902	1.30187559218545	9.05860435637499	0.00261461474296494	0.0109427334155721
Bra024494	-1.31383837123181	2.61291760266516	9.05804456694062	0.0026154153523264	0.0109446870653128
Bra035360	0.578242618912783	5.03430355027205	9.05720635430494	0.00261661462714732	0.0109483082925318
Bra038949	-1.02621897409006	5.48806490642065	9.05455405056475	0.00262041309651856	0.0109628026279895
Bra039979	-1.32551664483449	2.24930676704656	9.05245443669365	0.00262342400601866	0.0109739988371184
Bra034030	-1.34752376496758	4.50741629913837	9.05137261884786	0.00262497673610325	0.0109790932831506
Bra010166	-0.641418130156563	2.06442480323416	9.05010202421922	0.00262680160837297	0.0109853245323628
Bra005283	-0.6130723826535	4.74322653824156	9.04983722377648	0.00262718208613447	0.0109855144826031
Bra001766	-0.954315109501501	0.704991906285172	9.04923713035489	0.00262804453572361	0.0109877194839034
Bra004272	-0.721963388304794	3.9801431596644	9.04729338645259	0.00263084004303905	0.0109980049077038
Bra002795	0.761026711745235	3.52409811673727	9.0466380780646	0.00263178319283441	0.0110005450718335
Bra001522	0.463356092202135	4.2204216678968	9.04555072158579	0.00263334892336823	0.011004289195558
Bra102560	5.16945096728607	0.585854593980681	9.04539074234417	0.0026335793640231	0.011004289195558
Bra013126	1.18076055486007	3.51309125990185	9.04531683487406	0.00263368583028467	0.011004289195558
Bra025822	1.14836640252715	1.11415141214443	9.04473211324245	0.00263452829602027	0.0110064066311948
Bra026650	0.622002052209371	4.8095181381015	9.03979009591348	0.00264165968123182	0.0110347937276784
Bra018806	-2.00083161200427	8.25291608623771	9.03659142091465	0.00264628584818494	0.0110527100769987
Bra001663	-0.576399051008809	4.1145447454199	9.03615353214462	0.00264691979592929	0.0110539497324078
Bra013890	-1.09764449067512	3.18226508584288	9.03392781473981	0.00265014443347129	0.0110650388251097
Bra012408	-1.06584065469717	0.210399760883567	9.0338549306968	0.00265025009587904	0.0110650388251097
Bra008109	2.84777966565694	-0.704518229074018	9.03007961903491	0.00265572914261253	0.0110865025972545
Bra038501	-0.742209514745164	2.70695673386835	9.02960545285011	0.00265641810444722	0.0110879669497786
Bra011443	2.12391832760149	0.293412913824366	9.02894949416922	0.002657371509307	0.0110895624256841
Bra023888	0.695215746490774	2.96913680374175	9.02887706416654	0.00265747680417848	0.0110895624256841
Bra002783_Bra002784	2.0075561266522	1.6877701725149	9.02671235697913	0.00266062569571003	0.0111012897283335
Bra016127	-0.791229548718289	5.8480057132792	9.02641812699922	0.00266105398970781	0.0111016639725856
Bra033056	-1.26661785817978	5.88558002667132	9.02090111855415	0.00266909776157552	0.0111336132865177
Bra018486	1.56741028700678	5.81656642495769	9.02070007658641	0.00266939134551242	0.0111336132865177
Bra003313	-0.47867612368221	5.31297402882701	9.01993727627652	0.0026705055699425	0.0111368438211275
Bra031958	0.71437616993873	2.51661147966009	9.0185806952144	0.00267248829818689	0.0111436950060605
Bra015437	-2.93597871596234	1.61830796519708	9.01652764307034	0.00267549180541749	0.0111548003337008
Bra009155	0.710920797390261	4.05690295767287	9.01606353813368	0.00267617124129086	0.0111562144295236
Bra040469	3.03054203448593	-0.325974365244657	9.01504157482994	0.00267766798291107	0.0111610348532552
Bra005063	0.495872364826327	4.50132392368925	9.01344584958762	0.00268000674150422	0.0111683769232444
Bra028281	1.12087652804131	2.63066100350601	9.01337494964878	0.0026801107033912	0.0111683769232444
Bra012673	-1.54131515028692	2.69071988029271	9.01285475987468	0.00268087359247773	0.0111694829459326
Bra002607	-0.905503089898132	4.47466685499233	9.01272941219702	0.00268105745522585	0.0111694829459326
Bra033117	1.51365498737504	3.09526987062227	9.01190075149759	0.00268227327520001	0.0111731284301846
Bra013269	0.886442827759316	5.49401033578573	9.01056587169192	0.00268423300262668	0.0111788665136659
Bra027580	1.71610211689242	1.38435713406396	9.01049799228269	0.00268433269472937	0.0111788665136659
Bra030300	0.469462422033175	6.9603999484625	9.01006047262455	0.00268497535468148	0.0111801228033962
Bra012056	1.65852175449744	4.19553284906451	9.00615721123471	0.00269071566002716	0.0112026024565473
Bra013640	2.27087302588826	1.36195674756995	9.00576338437176	0.00269129553045062	0.0112035940270295
Bra023947	4.41381969338302	-0.209065178042607	9.00421466202353	0.00269357709904261	0.0112116684456405
Bra000667	0.719180465194071	6.24842418134106	9.00293165068513	0.00269546871100221	0.0112181178760636
Bra008933	-0.726931606814269	2.23173841522326	9.00190491837402	0.0026969834486334	0.0112229973766142
Bra016914	-0.810353741323977	3.05509325735762	8.99177151900642	0.00271197968433641	0.0112839692779617
Bra024243	-0.93407368752897	0.366508731969348	8.9913370020088	0.00271262460791132	0.0112852205328751
Bra005079	-1.40739487071446	2.83930081421784	8.99085164341636	0.0027133451762697	0.0112867861322449
Bra038369	-0.841966224463945	6.42491608590892	8.98949799428156	0.00271535584470536	0.0112937171229677
Bra041023	1.81774699353505	2.63333650400518	8.98854936155898	0.00271676581583297	0.0112967918353505
Bra013867	0.832645489407308	1.90790528272132	8.98853699478317	0.00271678420171833	0.0112967918353505
Bra034562	-0.512105222151382	5.58846893350071	8.98516052225987	0.00272180878699572	0.0113149977702691
Bra002610	1.01487805355664	3.2959765426552	8.98513098086903	0.00272185278964567	0.0113149977702691
Bra002328	1.62089854187159	3.63717783511679	8.98262789971234	0.00272558381706982	0.0113290715783809
Bra030530	-0.366074199380769	5.83908362242099	8.97734664762129	0.00273347295959681	0.0113604231114591
Bra032692	-0.57601736432783	4.57012097138935	8.97585783141012	0.002735701142139	0.0113682425028278
Bra036637	-1.23617906610074	0.457655164445255	8.97396275818654	0.00273854000239711	0.0113785972701298
Bra033239	-0.793468715356654	5.24852719488923	8.97309442588141	0.00273984178189659	0.0113813769595654
Bra028614	4.63898339676678	-0.0553655937995963	8.97305342502545	0.00273990326476498	0.0113813769595654
Bra011303	1.24512075947213	4.14602552028948	8.97219329860611	0.00274119339107311	0.0113852936043975
Bra014087	-0.635970967446526	3.32392558661271	8.9713317909098	0.00274248620750457	0.0113879249147207
Bra015524	-0.485875534843774	6.33325753419893	8.97130822347359	0.00274252158253683	0.0113879249147207
Bra030098	0.555601271291177	4.91175028257071	8.97006082696844	0.00274439460252294	0.011393477316615
Bra025920	-0.726141151554446	7.65330458212061	8.9699548766328	0.00274455375138395	0.011393477316615
Bra027961_Bra027962	1.37773527022882	5.02764680428196	8.96663967897163	0.00274953827373879	0.0114127245703347
Bra017764	-1.69557365025679	4.09864081583641	8.96638274175247	0.00274992497195385	0.0114128848171457
Bra034844	0.786950353686229	3.67753195301852	8.96372072089428	0.00275393464454514	0.0114280793811798
Bra012026	0.6137639809783	2.78410516614637	8.9628076443994	0.00275531133419672	0.0114323453194518
Bra032978	-1.04433285063947	1.93944079695051	8.96086640442614	0.00275824055836187	0.0114417177897328
Bra013445	-1.31870869840911	5.61633415409498	8.96084813756052	0.00275826813706799	0.0114417177897328
Bra015730	1.16027579186774	3.83997943562147	8.95811222427237	0.00276240189107663	0.0114574156613193
Bra015401	1.03325960382437	3.25541658048209	8.95730833759525	0.00276361769718751	0.0114610085299376
Bra028473	0.554528239393085	5.21727410902296	8.95659192783524	0.00276470166023122	0.0114640537920831
Bra013112	-2.29172357269726	-0.274165920527008	8.95634942713537	0.00276506867345458	0.0114641257709352
Bra030317	-0.379410368474166	6.41043688393818	8.95528968965429	0.0027666731160825	0.0114693275328103
Bra030514	-0.665446015421915	6.48935452546788	8.95347205384452	0.00276942721841287	0.0114792933261824
Bra034450	0.717677591855589	2.34167203382974	8.95315874267642	0.00276990223225374	0.0114798109580209
Bra032416	-0.49894065547814	5.1288389795192	8.95278278936151	0.0027704723276078	0.0114807224728611
Bra001872	1.57137663336295	1.09913611403625	8.94735502718	0.00277871627260026	0.0115134298533735
Bra028220	-1.32237976046305	3.78266658470185	8.94458813673168	0.00278292833959137	0.0115294252552669
Bra008450	-0.471401342180052	4.47597633221798	8.9434286032494	0.00278469543715502	0.0115352886036641
Bra035344	0.812317099059487	0.316159693332369	8.94266819939946	0.00278585489055785	0.0115381395232014
Bra021992	-2.06090786293194	0.535175153834004	8.94251569109394	0.00278608749215194	0.0115381395232014
Bra003787	-0.715079282102949	4.22735252127981	8.93898857994535	0.00279147245357758	0.0115589804667148
Bra022879	-0.677050628725479	2.22921252383803	8.93560573285626	0.00279664709165993	0.0115789453459091
Bra009585	0.513196321278382	6.99695723080047	8.93391286294009	0.00279924027910777	0.0115876719431819
Bra004092	-0.61323512865672	3.33273204438548	8.93376841580157	0.00279946166047347	0.0115876719431819
Bra037406	-0.542206220678547	3.61478996690432	8.93347830413249	0.00279990634270898	0.0115880496413026
Bra018112	-0.874996713040848	5.03261941210751	8.93256767561232	0.0028013026171782	0.011592365128035
Bra024872	1.20757028732727	2.3774746810473	8.93140871056239	0.0028030806908463	0.0115982592895984
Bra000124	-1.11533831651016	6.25074544995276	8.92958421575082	0.0028058821368028	0.0116083858194768
Bra029757	0.358651131858618	5.73004320978339	8.92883990340813	0.00280702581794078	0.0116116522196347
Bra036811	-0.405409327175368	5.34361247243943	8.92114161781942	0.00281888250659125	0.0116592280488971
Bra007141	1.57742015495584	4.78961994512609	8.91968389958234	0.00282113336497371	0.0116670660491162
Bra006062	0.610160797871143	5.41605038816924	8.91726458783924	0.00282487304612968	0.0116810584643024
Bra039235	1.0762510142948	4.67181682434767	8.91658833720994	0.00282591926892683	0.0116839111059652
Bra002537	-1.03589691354958	4.75705060651021	8.91465869394726	0.00282890677093762	0.0116947883367459
Bra102121	3.06902275695113	-0.422324172574635	8.9143060171779	0.00282945313686446	0.0116955723648985
Bra002358	1.84271387741943	-0.423960792518228	8.91353718909785	0.00283064457478548	0.0116977700768879
Bra029824	0.529419029414651	4.11567258392566	8.91350247655882	0.00283069838015155	0.0116977700768879
Bra013050	-1.44287846558576	2.4039323199169	8.91104260035364	0.00283451390011448	0.0117120614042915
Bra004095	1.10057555972671	2.26568220403707	8.9103441065767	0.00283559828731794	0.011715065656035
Bra003867	-0.736928956888841	4.14034772455602	8.90921539474779	0.00283735146355306	0.0117208318552998
Bra019069	-0.451024681389978	5.35647380360827	8.90851344057552	0.00283844233186237	0.0117225189215936
Bra014536	1.42517122367581	3.9617404095581	8.90849246477413	0.00283847493575293	0.0117225189215936
Bra008484	0.531990256566651	5.10195450020691	8.90755767773524	0.00283992831505518	0.011727044038503
Bra033541	-2.58078221117863	2.61183993821229	8.90697465008184	0.00284083517189931	0.0117293115200935
Bra008702	0.48695777967162	4.71586624200814	8.9054238739283	0.00284324872241396	0.0117377985220079
Bra020451	1.0020803799323	0.912783284395193	8.90265529927126	0.00284756277245183	0.0117541282412663
Bra035390	-0.618299922039339	7.11313781805556	8.90194608994906	0.00284866894618224	0.0117572140909463
Bra011920	-0.377077157293659	5.7779094448856	8.89798553404284	0.00285485436503424	0.0117812599202489
Bra007879	-0.828260397328855	5.05773828127267	8.89750325821595	0.00285560849283684	0.0117824522435399
Bra101664	-0.988467005099654	3.70251696697229	8.89734115428743	0.00285586201785498	0.0117824522435399
Bra024335	0.840131555983657	4.53216288566956	8.8962804411197	0.00285752150134901	0.0117878154837355
Bra011543	0.411783723850356	5.73591165846129	8.8955109306622	0.00285872601173908	0.0117913007607107
Bra019031	4.30191671706409	3.93794091774941	8.89522242405391	0.00285917774240392	0.0117916805836726
Bra008488	-0.591492518318626	3.73165398806475	8.89497639067348	0.00285956302767129	0.0117917863147099
Bra013275	-0.71775833763694	4.49541811306779	8.89349052786704	0.00286189099173392	0.0117991767212647
Bra018714	0.446547981435639	5.29747711004941	8.89337314471338	0.00286207498289623	0.0117991767212647
Bra029051	-1.70530777722707	2.90340076223975	8.89235675190254	0.00286366862105486	0.0118042623935788
Bra034375	0.757788938251082	3.29584352071778	8.89108884063708	0.00286565788726454	0.0118109773915453
Bra020672	1.43957229905724	3.6761888417521	8.89017892247605	0.00286708635166944	0.0118153796144025
Bra013052	-1.69473874257926	1.44535648525569	8.88913086057002	0.00286873258171822	0.0118206780390593
Bra036746	0.443577527258983	4.11492193821539	8.8882087661533	0.00287018174376172	0.0118242635310239
Bra100374	-0.617862980804036	2.10416347106141	8.8881182658863	0.00287032401389025	0.0118242635310239
Bra004101	-1.43133028543494	5.72458941060864	8.88755618883373	0.00287120778244437	0.0118264182868095
Bra005989	1.41314921673466	-0.146683287571979	8.88714106628093	0.00287186066798881	0.0118276216205689
Bra019562	-0.704382864994338	1.31602450291505	8.88504024845731	0.0028751670501221	0.0118397515790446
Bra035745	0.389668078998716	5.2631204396644	8.88195177716635	0.00288003487654726	0.011858307609865
Bra016893	0.541758977663154	3.37308026053437	8.88044878334536	0.00288240681439362	0.0118665836543852
Bra031690	-0.779947879344391	4.85892220626859	8.87936020621088	0.00288412598260417	0.0118721705702
Bra017972	0.392662723707288	6.02783092082097	8.87862174649148	0.00288529281016731	0.0118754827224398
Bra002699	0.700148140122643	2.12712195648286	8.87797354409073	0.00288631741881043	0.0118782087624623
Bra026079	-0.696656371460227	2.38172996273039	8.87184400133122	0.0028960246295286	0.0119166615873939
Bra038234	0.873747473496912	0.272035639311786	8.86914008318209	0.0029003172937663	0.0119328275957731
Bra008870	2.69518971868445	-0.398718872747648	8.86682443754607	0.0029039986844413	0.0119464748891815
Bra015671	1.54618442906817	0.213541805268951	8.86451446179326	0.00290767578993732	0.0119601011321885
Bra005110	-0.492858380838513	5.44420345138288	8.86389608083108	0.00290866095399423	0.0119626526215014
Bra024288	-0.510234690402273	4.48372922764933	8.8633989176946	0.00290945324759668	0.0119644103385115
Bra025831	0.39826185811412	4.90639656364886	8.8629673542489	0.00291014117734995	0.0119657384978396
Bra026812	1.34025796177219	0.662785863821381	8.86104376064462	0.00291320947400267	0.0119768525422101
Bra011427	0.378180991472941	6.19421951875824	8.85896663501426	0.00291652635723829	0.0119889856663455
Bra040095	-0.78596750040789	3.72058437395601	8.85523230778179	0.00292249921322107	0.0120120323058643
Bra007497	0.50729216896015	6.88625119746773	8.854959799287	0.00292293556203169	0.0120123199138046
Bra034471	1.60290809713884	2.34347652302264	8.85446472028896	0.0029237284667595	0.0120140725955187
Bra035824	0.642259787280861	4.14050729169978	8.85397577892668	0.00292451175604687	0.0120157853315174
Bra000578	-3.38638879397635	2.70929449496496	8.85163632066801	0.00292826254401918	0.0120296885140655
Bra022933	0.583999882580514	3.485200990218	8.85017553666575	0.00293060705578894	0.0120378117687487
Bra041033	-0.489253853606586	5.80200812920994	8.84695420964728	0.00293578392355876	0.0120575657649657
Bra015994	0.734300280800233	6.1539105713041	8.84401116349729	0.00294052169667245	0.0120755116318637
Bra007300	0.602827799181373	3.5310551855996	8.8425400062567	0.0029428929049258	0.0120834078011336
Bra033767	1.10354573487926	2.31764655495465	8.84229407995484	0.00294328947787218	0.0120834078011336
Bra026274	1.10366122594272	3.1992456327728	8.84213246048404	0.00294355012985799	0.0120834078011336
Bra033550	0.752704289664688	2.60572096808707	8.84101680885003	0.0029453500379628	0.0120892828861651
Bra007078	1.27440296816834	-0.0366412568784539	8.84036689263516	0.00294639907898301	0.0120920749283535
Bra036199	1.38826353950208	2.65263915980963	8.83956788714646	0.00294768928770027	0.012095855904359
Bra040450	0.688439181128868	3.05485664184472	8.8368897573408	0.00295201803372247	0.0121121030248603
Bra030669	1.07930816654281	4.14953553293847	8.83620554887594	0.00295312497671938	0.0121151287051674
Bra024410	-1.87533461514591	2.39754820667885	8.83429140014776	0.00295622401223037	0.0121263251206052
Bra026030	-0.372048069765381	4.71414153939043	8.831917798257	0.00296007149778485	0.0121405884660835
Bra032252	1.39310482727109	1.48382098959081	8.83087908445438	0.00296175679859609	0.0121459812577323
Bra017034	0.412397823374329	4.48376768632674	8.82927913180126	0.00296435460987749	0.0121551143814474
Bra034904	2.01856729520475	8.07460018591112	8.82904713632054	0.002964731488415	0.0121551395911795
Bra039689_Bra039690	-0.461577620749528	4.23860474405288	8.82490822191122	0.00297146337431161	0.012181216510822
Bra024572	-0.739298735951709	3.36001016530626	8.82243812918268	0.00297548834170051	0.0121961915563614
Bra017931	-0.703342810263623	5.11664749060619	8.82145067321399	0.00297709893083881	0.0122012678306765
Bra014159	4.15110608055108	0.475376779915353	8.82034044169919	0.00297891083052953	0.0122071677790991
Bra027373	-0.578711356700286	5.04125556310374	8.81944951891265	0.00298036562810859	0.0122116030803295
Bra001085	0.74616124351631	5.50248773318214	8.81881177372088	0.0029814074524149	0.0122143453882703
Bra037906	-2.76258471273358	-0.786633018271938	8.81727595835421	0.00298391788789615	0.0122231029223452
Bra022208	0.422353319837353	5.23146506256533	8.81573405202933	0.00298644043975594	0.0122319078948505
Bra023011	0.982087027778078	0.511545248226152	8.81543920916391	0.00298692304803352	0.0122323564796247
Bra031235	0.708876611486209	4.22015231787678	8.81351506987926	0.00299007448717274	0.0122437332597643
Bra000472	-0.421567082346983	5.44237445945443	8.81107576340923	0.00299407454534804	0.0122585816831076
Bra024706	1.23252851509834	0.535048021360749	8.80986925798646	0.00299605502304032	0.0122651587015137
Bra012346	-0.565389869172916	4.56916884288329	8.8089737254222	0.00299752589946483	0.0122696481480341
Bra007179	0.654074616013701	6.24422984891713	8.80841236787819	0.00299844828078961	0.0122718916218011
Bra030971	-1.34192935084789	0.0754280872429515	8.8073082729351	0.00300026328951388	0.0122777873780943
Bra012205	0.764139626812567	4.58359029023347	8.80650970217317	0.00300157674613068	0.0122816294490686
Bra031779	-2.29122379569042	0.0904630194854236	8.80581578597856	0.0030027185454897	0.0122847682743912
Bra038755	1.7866681464594	1.32229942353689	8.80344874724136	0.00300661669280855	0.0122991817226592
Bra029515	1.46137870073568	3.11821587934089	8.79957352881911	0.00301300968032799	0.0123237959567008
Bra031873	-1.09847590802237	2.67731503372475	8.79919312142833	0.00301363798614858	0.0123248283212989
Bra007321	-0.305782827900182	5.62504158303753	8.79733647282308	0.00301670645953632	0.0123358386990293
Bra027005	0.513645369445532	6.56499748102753	8.79398618732472	0.0030222514921907	0.0123569721504497
Bra023735	-0.620962226096129	2.64313794467339	8.79232885240276	0.0030249983617834	0.0123666610084529
Bra022104	0.778969629059515	3.98008686282635	8.79186770041793	0.00302576312677541	0.0123682453107574
Bra006635	0.378074142776825	5.66428555396319	8.78926147000879	0.00303008893918198	0.0123843837009424
Bra034655	2.57826068902616	1.31420622496854	8.78876543909423	0.00303091296102581	0.0123862075599094
Bra013793	-0.994541683124823	4.52044190131806	8.78797579832377	0.00303222520630456	0.0123900259021819
Bra013884	-1.57899897422834	2.00184959673895	8.78636753450445	0.00303489964553361	0.0123994086826306
Bra101157	1.20668243855475	1.24846427231549	8.78444056364005	0.00303810723010223	0.0124109670761727
Bra031849	0.952612390051946	3.42809733920186	8.78176881709858	0.00304256024740266	0.0124276096713082
Bra008171	0.40205612388432	4.44076694761518	8.78108252601428	0.00304370516321765	0.0124307375668183
Bra037489	0.395811060634556	6.88011327435186	8.78036098204161	0.00304490936221677	0.0124341067703327
Bra034386	0.634285065934803	4.68390248091786	8.78011889079814	0.00304531350151055	0.0124342084401029
Bra015559	-0.533870233514459	2.67623385747486	8.77822599184564	0.00304847532523631	0.012445568483193
Bra024822	-1.03980928894631	0.595316579366667	8.77398542334385	0.00305557071387945	0.0124729826937208
Bra015003	-0.395488645496857	5.25449421275074	8.77296340161799	0.00305728328505731	0.0124784199013039
Bra014603	0.654671140239044	3.98041563422488	8.7699581740131	0.00306232470662181	0.0124974408956945
Bra035352	-0.5741655050979	4.97927587368888	8.76831610743543	0.00306508292390992	0.0125071404886415
Bra033105	-1.80322455120158	2.92354424574402	8.76792810661918	0.00306573502644329	0.0125082446879039
Bra033290	-1.28913689883012	3.07316852265344	8.76758653753538	0.00306630920907185	0.0125090307375686
Bra017165	1.11697153325417	7.32132348016847	8.76659688043492	0.00306797345409086	0.0125142629558693
Bra029558_Bra029557	-0.722163518759105	4.20884783778359	8.76608734695585	0.00306883066281259	0.0125147206886804
Bra014090	3.13611261594066	-0.697500023437135	8.76607640931974	0.00306884906630648	0.0125147206886804
Bra036493_Bra036494	0.61716947842071	2.9943215863003	8.76177473287107	0.00307609570011259	0.012542712314338
Bra038441	-0.491957250941973	3.9553626622691	8.75983635290581	0.00307936678810793	0.0125544887940431
Bra023162	-2.09700960349144	-0.279005392853453	8.75933040645543	0.0030802211729453	0.0125564107419318
Bra024007	-0.616158991755446	5.36147447848203	8.7581708226465	0.00308218025490608	0.0125628349101946
